Date,Open,High,Low,Close,Adj Close,Volume
16-02-2010,373.625,382.475006,371.100006,379.075012,293.083527,1660490
17-02-2010,382.450012,383.975006,376.274994,379.325012,293.276794,2528290
18-02-2010,380,383.475006,377.75,379.399994,293.334717,1814806
19-02-2010,377.450012,379.75,372.899994,375.274994,290.145477,2215880
22-02-2010,378.5,381.850006,376.899994,378.625,292.735535,2143460
23-02-2010,379.5,382.5,375.625,381.049988,294.610443,1853052
24-02-2010,378,385.350006,376.049988,382.674988,295.866821,4076058
25-02-2010,384.899994,384.899994,380.625,383.125,296.214813,2672984
26-02-2010,383.549988,389.274994,373.075012,380.899994,294.494446,3015934
02-03-2010,381,384.5,377.5,381.600006,295.035675,4053352
03-03-2010,384.5,387,382.075012,384.375,297.181091,2754742
04-03-2010,384,385,378.5,381.950012,295.306274,2053606
05-03-2010,382.5,383.475006,380.075012,381.299988,294.803741,1287312
08-03-2010,383.799988,385,380.149994,381.350006,294.842377,3015740
09-03-2010,381.5,389.25,381.5,384.350006,297.161743,3457732
10-03-2010,381.850006,392.225006,380,390.024994,301.549408,4587874
11-03-2010,390.024994,397.450012,385.975006,395.799988,306.014374,3214030
12-03-2010,400,400,396,398.475006,308.082642,2510976
15-03-2010,398.475006,410,395.575012,409,316.220062,6054434
16-03-2010,410.75,415.975006,407.899994,414.5,320.472443,3088856
17-03-2010,417,422.950012,415,420.350006,324.995422,4174794
18-03-2010,422.5,422.5,410.25,412.924988,319.254608,3724554
19-03-2010,402.625,417.225006,402.625,410.450012,317.341095,4716624
22-03-2010,407.450012,416.899994,403.075012,413.799988,319.931183,3310110
23-03-2010,415,416.5,411.049988,414.325012,320.337158,1694964
25-03-2010,412.049988,418.399994,409,414.899994,320.781708,5517582
26-03-2010,415,418,411.149994,412.524994,318.945465,1997806
29-03-2010,412,414.649994,404.274994,405.975006,313.881226,3443266
30-03-2010,404.299988,408.049988,398.575012,400,309.261627,3097160
31-03-2010,400,403.625,388.649994,390.325012,301.781403,7083046
01-04-2010,393.174988,404.899994,391.049988,403.899994,312.276917,5781432
05-04-2010,408.5,408.5,399.625,401.674988,310.556763,3001836
06-04-2010,404.450012,404.450012,396.075012,398.024994,307.734619,3702366
07-04-2010,395,404.5,390.575012,399.024994,308.507813,3024558
08-04-2010,398,403.75,395,399.725006,309.049072,4494438
09-04-2010,401,403.950012,394.125,395.799988,306.014374,3018012
12-04-2010,395.5,400,395.049988,399.049988,308.52713,2869882
13-04-2010,400,411.899994,393.625,410.424988,317.321899,8404916
15-04-2010,411,417.450012,409.524994,410.850006,317.650452,4290952
16-04-2010,409.5,414,405.924988,407.549988,315.098938,3810958
19-04-2010,405,412.5,400.375,405.975006,313.881226,6947704
20-04-2010,412.5,416.325012,393.5,394.75,305.202606,12016986
21-04-2010,397.5,399.5,390.125,392.5,303.463074,7107490
22-04-2010,394.549988,396.825012,390.5,392.975006,303.8302,4751116
23-04-2010,394.024994,396,388.75,390.100006,301.607452,4306068
26-04-2010,393,395.5,390.100006,392.549988,303.501678,2512548
27-04-2010,392.975006,394.950012,390.524994,393.649994,304.352142,2621234
28-04-2010,390,391.975006,382.5,385.149994,297.780426,2400382
29-04-2010,387.549988,387.625,377.799988,379.875,293.701904,4622964
30-04-2010,382.5,386.399994,381.274994,382.700012,295.88623,3690224
03-05-2010,380.625,385.700012,377.049988,383.399994,296.427246,2416560
04-05-2010,387.424988,387.424988,378.399994,380.5,294.185181,2896028
05-05-2010,375,384,370.075012,382.875,296.021423,4371230
06-05-2010,383.975006,385.450012,379.600006,383.549988,296.543304,2580872
07-05-2010,378.5,381.299988,367.5,370.700012,286.608215,4267152
10-05-2010,380,421.5,372.5,385.125,297.760956,2327814
11-05-2010,387.5,389.5,376.950012,378.149994,292.368256,1351288
12-05-2010,378.5,383.975006,375.549988,379.725006,293.585999,2740076
13-05-2010,382.549988,386.600006,380.725006,382.799988,295.96344,1321452
14-05-2010,383,388.5,377.5,381.924988,295.286865,2026996
17-05-2010,387.475006,387.475006,367.049988,372.875,288.289948,3722050
18-05-2010,373,373,363.149994,367.549988,284.172791,3199180
19-05-2010,365,366.5,358.149994,360.75,278.915375,3929266
20-05-2010,364.5,366.149994,358.075012,365,282.201294,2398092
21-05-2010,355,362.950012,342.625,359.350006,277.833038,2675092
24-05-2010,362.5,365,356.350006,358.799988,277.407623,2885428
25-05-2010,354,357,345.774994,349.774994,270.429993,2297366
26-05-2010,354,372.399994,352.049988,369,285.293854,3689464
27-05-2010,367.5,374.975006,363.600006,370.924988,286.782166,6883872
28-05-2010,374.899994,376.75,367.75,375.399994,290.242126,2479374
31-05-2010,374.25,376.450012,369,371.524994,287.246033,3327660
01-06-2010,371.524994,375.975006,367.350006,369.600006,285.757843,3136912
02-06-2010,368.899994,379.75,368.149994,377.125,291.575653,2769330
03-06-2010,380,384.5,372.549988,382.725006,295.905396,1684434
04-06-2010,382.725006,384.850006,377.600006,382.674988,295.866821,1368210
07-06-2010,374.950012,378.899994,368,376.625,291.18924,1734922
08-06-2010,377,381,373.5,375.100006,290.010193,2242222
09-06-2010,376,379.274994,365.5,366.524994,283.380371,4867400
10-06-2010,365,376.5,365,375.25,290.126099,1796036
11-06-2010,380.899994,381.649994,375.5,379.549988,293.450562,3237024
14-06-2010,381.674988,393.549988,379,390.5,301.916718,3550492
15-06-2010,378.325012,388.850006,378.325012,383.049988,299.997925,2642976
16-06-2010,388.549988,389.975006,383.649994,387.399994,303.404877,2328816
17-06-2010,388.5,392.399994,381.850006,387.649994,303.600586,1528920
18-06-2010,387.649994,394.450012,386.125,391.600006,306.694153,2225672
21-06-2010,396.450012,397,392.299988,393.850006,308.456268,1907428
22-06-2010,392.5,393.25,386.649994,389.325012,304.912384,1468324
23-06-2010,385,394.475006,384.924988,393.149994,307.908081,2959524
24-06-2010,393.149994,394.25,383.850006,386.725006,302.876038,3777510
25-06-2010,387.899994,387.899994,378.049988,379.25,297.021759,2037322
28-06-2010,379.225006,383.575012,378.799988,382.375,299.469269,1153124
29-06-2010,382.5,382.5,374.5,376.899994,295.181427,2614662
30-06-2010,377.5,379.950012,370.625,375.5,294.085022,3316516
01-07-2010,375,375,362.875,366,286.644623,3407744
02-07-2010,367.399994,373,365.424988,371.899994,291.265442,2943550
05-07-2010,374.399994,374.450012,368.549988,369.5,289.385712,2165596
06-07-2010,368.25,380.950012,367.924988,379.575012,297.276398,2760904
07-07-2010,380.700012,383.700012,374.475006,382.299988,299.410492,2152934
08-07-2010,386,389.5,384.825012,388.399994,304.187988,2187564
09-07-2010,390,392,385.375,387.225006,303.267731,1836666
12-07-2010,389.899994,397,389.899994,395.850006,310.022644,2725776
13-07-2010,396,396,384.774994,387.325012,303.3461,5545886
14-07-2010,389,392.350006,385.125,387.325012,303.3461,2833842
15-07-2010,385.5,392.450012,382.625,391.049988,306.263397,3795536
16-07-2010,397.5,419.25,397.5,416.825012,326.44986,19135452
19-07-2010,415.725006,417.350006,411.625,413.350006,323.728424,3027924
20-07-2010,413.350006,417.274994,412.5,413.625,323.943665,2342062
21-07-2010,416,422.399994,414.799988,421.5,330.111359,2943720
22-07-2010,421.5,423,416.25,421.850006,330.385345,1362882
23-07-2010,425,425,417.549988,419.649994,328.662354,1894472
26-07-2010,421.200012,425.799988,420.200012,424.625,332.558716,2766490
27-07-2010,427.5,429.899994,423.100006,424.575012,332.519562,2106602
28-07-2010,425.5,428.975006,423.5,427.225006,334.595032,4359228
29-07-2010,427.5,427.5,424.5,425,333.633362,5331904
30-07-2010,424.5,425,417.5,419.899994,329.629822,1283426
02-08-2010,421.5,424.225006,418.5,419.149994,329.040924,2827762
03-08-2010,420.5,422.25,414.274994,416.024994,326.58786,1281552
04-08-2010,418,436,417.924988,434.399994,341.012573,5583934
05-08-2010,436,441.200012,432.825012,438.924988,344.564728,2912950
06-08-2010,440,441.75,430.325012,432.350006,339.403137,2437734
09-08-2010,430.575012,441.850006,423.049988,439.924988,345.34967,4259986
10-08-2010,442.5,442.5,430.700012,432.25,339.324738,1545194
11-08-2010,431,436.5,427.399994,429.075012,336.832306,4020248
12-08-2010,428.450012,428.450012,423.100006,426.725006,334.987396,2278092
13-08-2010,428.5,431.450012,419,427.200012,335.360413,2589906
16-08-2010,428.5,431.274994,424.399994,427.049988,335.242584,1319098
17-08-2010,425.049988,430.5,422,425.100006,333.711761,1733196
18-08-2010,426.5,437.899994,425,435.549988,341.915344,2888916
19-08-2010,437,440.450012,433.649994,436.024994,342.288147,2148534
20-08-2010,434.5,439.950012,431.5,434.475006,341.071411,1746396
23-08-2010,430,437.725006,428.524994,435.200012,341.640503,1049830
24-08-2010,435,440.950012,432.5,435.350006,341.758301,2650474
25-08-2010,436,440.75,433.149994,435.600006,341.954468,2379968
26-08-2010,437,439.5,430.125,438.25,344.034882,4204428
27-08-2010,436.049988,436.5,425.5,428.024994,336.008057,1276514
30-08-2010,431.399994,431.399994,420.049988,422.825012,331.925873,1558570
31-08-2010,420,423.850006,415.100006,421.875,331.180115,2447874
01-09-2010,421,430.5,420,429.200012,336.93045,2745484
02-09-2010,433.75,433.75,420.75,422.049988,331.317505,2758800
03-09-2010,425,425.75,417.549988,418.649994,328.648529,2777970
06-09-2010,419,428.75,419,427.674988,335.733337,2287978
07-09-2010,429,437.450012,428,435.674988,342.013336,2484236
08-09-2010,432,441.450012,429.450012,439.524994,345.035736,4189478
09-09-2010,441,441.25,435.674988,437.350006,343.3284,2938158
13-09-2010,435.674988,444.5,435.350006,439.875,345.310394,2349410
14-09-2010,441.5,449.5,440.149994,447.674988,351.433685,3071038
15-09-2010,450,459.700012,449.5,457.399994,359.067902,5560394
16-09-2010,454,456.725006,432.25,447.700012,351.453339,2334264
17-09-2010,450.049988,459.375,450.049988,456.899994,358.675568,3007978
20-09-2010,458.5,460.950012,453.350006,456.125,358.067047,2419108
21-09-2010,456,479,455.149994,476.975006,374.434814,4997184
22-09-2010,478,480,465,467.625,367.094788,4031066
23-09-2010,470,472.649994,463.899994,465.674988,365.564026,3327236
24-09-2010,466.549988,468.950012,462.5,465.975006,365.79953,2738784
27-09-2010,467.5,470.725006,461,463.799988,364.092163,3423290
28-09-2010,462.625,465.149994,457.049988,459.825012,360.971527,2521714
29-09-2010,462.5,468.625,457.450012,460.174988,361.246399,3370194
30-09-2010,462.5,465,457.575012,463.475006,363.837036,7560924
01-10-2010,463.5,483,461,480.799988,377.437378,3326156
04-10-2010,483.375,487.5,476.5,477.899994,375.160797,2140956
05-10-2010,475,482.975006,473.075012,475.125,372.98233,2211664
06-10-2010,475,483.950012,475,479.825012,376.671997,1838960
07-10-2010,480,483,469.200012,474.399994,372.41333,1972940
08-10-2010,472.024994,477.350006,434.5,471.299988,369.979675,2695996
11-10-2010,471.299988,476.975006,464.524994,470.450012,369.3125,3065370
12-10-2010,471.325012,477.899994,469.549988,475.350006,373.159088,2608902
13-10-2010,477.975006,498.850006,474.549988,496.424988,389.703369,5350604
14-10-2010,498.450012,502,491.174988,493.024994,387.034302,2949086
15-10-2010,499.5,505.5,472.5,475.149994,373.002075,5717798
18-10-2010,485,492,465,490.625,385.150208,4480734
19-10-2010,491,493.700012,482.049988,483.875,379.851318,2200912
20-10-2010,482.25,490.25,478.100006,481.625,378.085114,2206638
21-10-2010,487.024994,496.924988,485,493.100006,387.093109,3752354
22-10-2010,511,524.700012,511,520.099976,408.288696,9610404
25-10-2010,521.5,536.474976,518.599976,533.474976,418.788422,5156316
26-10-2010,531.75,533.875,520.775024,531.299988,417.080963,3507024
27-10-2010,530,533.400024,521.775024,524.099976,411.428894,2141382
28-10-2010,525,533.775024,520,526.450012,413.273682,5255690
29-10-2010,530,530,515.5,526.450012,413.273682,2212398
01-11-2010,526.025024,533.200012,524.549988,526.700012,414.256744,1147948
02-11-2010,527.5,530,521.849976,524.724976,412.703308,1565778
03-11-2010,525.450012,539.5,524.200012,526.400024,414.020874,2217878
04-11-2010,531,539.299988,530.75,534.575012,420.4505,1717440
08-11-2010,540,541.200012,531.049988,534.075012,420.05719,2248586
09-11-2010,536.950012,549.349976,534.25,545.549988,429.082428,3504086
10-11-2010,546.125,554,543.049988,546.150024,429.554382,1540224
11-11-2010,545,545,529.125,532.375,418.720184,1926096
12-11-2010,530,534.950012,524.099976,527.950012,415.23996,1802330
15-11-2010,532.5,539.924988,526.5,533,419.211823,1389396
16-11-2010,533,533.200012,521.099976,524.450012,412.487152,2178076
18-11-2010,536,536,520,521.400024,410.088287,2765160
19-11-2010,522.450012,524.5,503,507.700012,399.312866,2172652
22-11-2010,508,521.5,505.75,519.549988,408.633179,2221236
23-11-2010,517,522.5,506.200012,515.025024,405.074158,1684448
24-11-2010,512.5,517.25,499.475006,502.375,395.124878,3008608
25-11-2010,505.024994,520.950012,503.549988,510.899994,401.829865,5855006
26-11-2010,512.5,527,512.5,523.625,411.838257,3617826
29-11-2010,527.5,539.25,525.125,535.650024,421.296051,4518892
30-11-2010,530.25,543.025024,526.549988,538,423.144318,4808408
01-12-2010,532,546.599976,532,540.950012,425.464752,3776032
02-12-2010,545.5,549.599976,537.525024,547.900024,430.930878,4095716
03-12-2010,546.525024,556.5,545.575012,548.674988,431.540466,2030112
06-12-2010,550,555,547.650024,550.849976,433.250977,1930954
07-12-2010,550,550,541.049988,543.75,427.666809,2158324
08-12-2010,545.474976,546.474976,535.625,539.575012,424.383118,1984132
09-12-2010,541.849976,548.650024,534.049988,536.299988,421.807251,2579902
10-12-2010,533.5,541.924988,528.5,537.450012,422.711731,2245624
13-12-2010,535.5,540.349976,524.200012,538.049988,423.183685,2115066
14-12-2010,536.599976,544.799988,532.075012,540.474976,425.090851,2615340
15-12-2010,542.549988,554.200012,540.75,551.825012,434.017914,2572034
16-12-2010,554.5,572,552.075012,570.349976,448.588043,4515704
20-12-2010,567.400024,588.5,557.424988,583.349976,458.812744,4514046
21-12-2010,584.5,586.125,577,580.400024,456.492584,2810642
22-12-2010,583.5,584.5,568.875,574.875,452.147003,3186836
23-12-2010,575,579.775024,566.049988,570,448.312653,2850924
24-12-2010,567,574.400024,562.875,570.549988,448.745392,1624640
27-12-2010,572.5,579.724976,569.099976,570.599976,448.784729,1664936
28-12-2010,570.599976,575.450012,570.025024,573.174988,450.809937,1012876
29-12-2010,574.5,581,573.525024,578.474976,454.978577,1042370
30-12-2010,576.25,587.400024,576.25,585.099976,460.189209,3845552
31-12-2010,586.25,590,580.900024,582.825012,458.39975,1532980
03-01-2011,583.5,588.474976,577.275024,579.025024,455.411011,1405042
04-01-2011,581.950012,583.075012,569.049988,572.375,450.180695,2502868
05-01-2011,572.625,582.950012,570.875,579.474976,455.765015,3069674
06-01-2011,584,591,576.549988,585.849976,460.779053,2846720
07-01-2011,588,593.424988,569.075012,571.325012,449.354858,2532724
10-01-2011,573.75,574.5,560.5,565.450012,444.73407,3952426
11-01-2011,561.5,567.775024,543.900024,549.25,431.992676,3768730
12-01-2011,554.950012,575.799988,554,567.974976,446.720032,3160874
13-01-2011,564.474976,577.974976,558.099976,562.125,442.11908,5589198
14-01-2011,564.950012,575,560,560.075012,440.506592,3151692
17-01-2011,560.599976,573.275024,560,568.700012,447.290375,3000212
18-01-2011,587,604.450012,582.174988,601.275024,472.911011,8481370
19-01-2011,601.724976,604.5,592.5,596.5,469.155457,2952040
20-01-2011,590,609.375,590,606.099976,476.70575,4545208
21-01-2011,605,610,602,605.825012,476.489624,2597404
24-01-2011,600,610,599.125,604.599976,475.526123,2016678
25-01-2011,607.400024,609.650024,590,594.275024,467.405273,2467094
27-01-2011,593.775024,604.974976,590.799988,599.700012,472.467133,4714118
28-01-2011,597.5,601.799988,582.625,590.674988,465.357025,3014578
31-01-2011,584.5,584.5,564.275024,579.75,456.749847,5940816
01-02-2011,582.5,582.5,566.5,575.075012,453.066864,4212708
02-02-2011,585,599.450012,581.174988,591.224976,465.790344,3937618
03-02-2011,592.349976,597.849976,585.325012,591.849976,466.282684,1883412
04-02-2011,588,591.549988,570.125,574.400024,452.534851,3457600
07-02-2011,586.75,586.75,563.25,565.575012,445.582245,2578382
08-02-2011,566,574.950012,559.25,562.549988,443.199066,5288638
09-02-2011,561.25,564.799988,541.849976,549.150024,432.642059,6012732
10-02-2011,550,557.25,536,545.375,429.667816,4551822
11-02-2011,542.049988,552.099976,527.950012,544.799988,429.215057,2945056
14-02-2011,545.5,560,543.5,556.150024,438.15683,2462548
15-02-2011,559.5,559.5,538.275024,548.849976,432.405701,3625426
16-02-2011,552.5,554.849976,540.5,548.25,431.932892,2464592
17-02-2011,552.5,557.224976,546.200012,554.599976,436.935547,1477760
18-02-2011,555.125,566.200012,541.049988,544.849976,429.254272,4076928
21-02-2011,545,574,529.099976,569.299988,448.516968,5657800
22-02-2011,561.325012,573.849976,560,569.375,448.576019,3305400
23-02-2011,564.075012,572.474976,561.549988,562.775024,443.376404,1879344
24-02-2011,559.5,569.375,545.650024,555.900024,437.960083,5378830
25-02-2011,552.650024,558.5,544.125,555.025024,437.270447,3070474
28-02-2011,550.599976,574.125,550,555.125,437.349335,3229396
01-03-2011,556.5,566,548.799988,562.25,442.962677,3167804
03-03-2011,559.950012,577.5,553.5,575.099976,453.086548,3452600
04-03-2011,581.674988,581.674988,566.25,567.775024,447.315369,2061198
07-03-2011,562,562.5,547.224976,554.125,436.561432,4184588
08-03-2011,552.575012,564.400024,552.575012,558.849976,440.283966,3947902
09-03-2011,561.275024,569,559.25,563.349976,443.829254,2424486
10-03-2011,561,561,550,554.275024,436.679688,1871324
11-03-2011,550,551.200012,531.650024,538.525024,424.271118,5012882
14-03-2011,535.5,551,529.200012,548.775024,432.346527,3248618
15-03-2011,537.5,547.724976,532.825012,544.900024,429.293579,3411868
16-03-2011,546,561.724976,545.575012,557.424988,439.161377,2677874
17-03-2011,552.5,559.450012,546.325012,549,432.523865,2056102
18-03-2011,546.75,554.5,538.049988,541.375,426.516571,2211348
21-03-2011,545.75,545.75,533.25,535.400024,421.809265,2619090
22-03-2011,537.549988,540,531.5,534.75,421.297058,2657774
23-03-2011,535.5,535.5,528.625,532.174988,419.268311,4352248
24-03-2011,535.5,547.775024,535,546.700012,430.711853,3094834
25-03-2011,558.424988,564.25,551.875,559.825012,441.052002,4146434
28-03-2011,561.924988,563.349976,554,559.950012,441.150757,2248642
29-03-2011,560,575.950012,559.575012,569.349976,448.556305,3159588
30-03-2011,574,582,572.450012,575.974976,453.775604,2294770
31-03-2011,576,599,576,591.950012,466.361542,7394126
01-04-2011,592.5,599.375,586.275024,590.075012,464.884308,1799624
04-04-2011,592.5,608,592,606.599976,477.903412,2311616
05-04-2011,607.525024,621.974976,601.875,619.924988,488.401337,2891014
06-04-2011,619.5,623.474976,607.075012,610.924988,481.310791,2422352
07-04-2011,610,610,597.575012,599.599976,472.388275,2149016
08-04-2011,598.450012,607,592.375,598,471.12793,1983768
11-04-2011,590.075012,597.5,587.650024,589.200012,464.195038,2256232
13-04-2011,587.5,610.700012,587.150024,605.049988,476.682159,3757530
15-04-2011,608.450012,609.950012,590,595.700012,469.315979,7566770
18-04-2011,599,606.25,570.025024,572.299988,450.880432,7765454
19-04-2011,572.299988,584.700012,570,582.349976,458.798187,3120224
20-04-2011,589.900024,612,589.775024,609.349976,480.069946,5338548
21-04-2011,620.5,622.900024,585.424988,596.049988,469.591644,17333968
25-04-2011,598.5,602,586.325012,598.924988,471.856689,4191552
26-04-2011,600,601,590.174988,594.5,468.370575,3155246
27-04-2011,597.474976,597.474976,588.025024,590.299988,465.061432,1774478
28-04-2011,590.075012,591.75,577.799988,579.325012,456.414978,2846194
29-04-2011,586,586,575.125,582.825012,459.172333,1866696
02-05-2011,585,588.75,576.25,579.224976,456.336273,1543070
03-05-2011,581,581,565.5,569.224976,448.457581,2120156
04-05-2011,573,573,557.575012,568.525024,447.906311,2722934
05-05-2011,572.5,572.5,554.049988,557.5,439.220459,1885596
06-05-2011,560,576.75,559.875,574.474976,452.593933,2405348
09-05-2011,575,575.974976,562.25,567.775024,447.315369,1012232
10-05-2011,566.5,579.974976,564,569.950012,449.029083,1529158
11-05-2011,569.5,575.849976,563.049988,570.125,449.166962,1460670
12-05-2011,566.950012,566.950012,554.174988,555.875,437.940216,2540458
13-05-2011,556,571.150024,556,563.549988,443.986877,2365488
16-05-2011,560.5,573.700012,560,565.549988,445.562469,2227368
17-05-2011,561.025024,574.599976,561.025024,570.849976,449.738037,1391414
18-05-2011,571.125,580.75,571.125,577.525024,454.996979,2225180
19-05-2011,582.5,585,578,582.424988,458.8573,2050922
20-05-2011,586.875,591.700012,581.625,587.5,462.85556,2050600
23-05-2011,582,585.25,575,583.275024,459.5271,2017284
24-05-2011,581.325012,586.400024,569.575012,574.950012,452.968231,1681994
25-05-2011,574.549988,574.950012,560,564.299988,444.577789,1867470
26-05-2011,569.5,571.5,560,567.875,447.394257,2060218
27-05-2011,574.275024,574.950012,568.150024,572.275024,450.860718,1286704
30-05-2011,575.5,579.974976,571.150024,575.974976,453.775604,1140868
31-05-2011,577.5,588.849976,575.049988,578.575012,455.824219,2644154
01-06-2011,578.5,588.5,578.5,587.700012,463.013153,982386
02-06-2011,579.450012,586,578.325012,583.875,459.999725,1697654
03-06-2011,583,587.5,575,576.049988,453.834869,1367808
06-06-2011,570,584,570,582.174988,458.660339,1357074
07-06-2011,581.5,591.575012,579,589.650024,464.549438,1837442
08-06-2011,585.950012,592.5,581.75,590.700012,468.555237,2127670
09-06-2011,587.5,596.900024,587.5,593.174988,470.518341,2693966
10-06-2011,593.275024,598.75,592.549988,594.599976,471.648895,3774550
13-06-2011,594.599976,595.25,586.275024,587.650024,466.135925,3229400
14-06-2011,589,597.450012,589,595.525024,472.382538,2125782
15-06-2011,593,602.5,590.625,592.125,469.685425,2812382
16-06-2011,591.5,592.950012,574.125,575.575012,456.557739,2337520
17-06-2011,577.5,578.5,552,554.599976,439.919861,3788146
20-06-2011,557.5,559.5,529,534.650024,424.095276,5310408
21-06-2011,537.5,555.349976,531.599976,553.375,438.948181,3425946
22-06-2011,558,558.450012,540,541.75,429.72699,3570834
23-06-2011,540.900024,550.5,535.049988,548.5,435.081329,2428236
24-06-2011,550,570.375,549.5,568.875,451.243042,4151588
27-06-2011,561,577.349976,561,575.299988,456.3396,3125218
28-06-2011,580,581,567.825012,577,457.68811,2133332
29-06-2011,577.349976,589.450012,577.349976,584.924988,463.974243,2958704
30-06-2011,584.900024,596,583.5,592.099976,469.66568,5172916
01-07-2011,599,599,589.849976,595.950012,472.719666,1920840
04-07-2011,596.5,600,590,592.849976,470.260742,1603734
05-07-2011,594.900024,595.5,586.700012,589.724976,467.781769,2061136
06-07-2011,589.125,596.450012,585.849976,591.400024,469.110413,1490178
07-07-2011,591.549988,600,591.549988,597.950012,474.306274,2602634
08-07-2011,598,602.5,584.625,585.825012,464.688171,3412060
11-07-2011,585,588.900024,573.299988,578.325012,458.739044,1822504
12-07-2011,567.849976,574.400024,556.049988,572.674988,454.257446,4079404
13-07-2011,575,584,565.5,574.525024,455.724945,3952600
14-07-2011,575,579.299988,559.549988,561.849976,445.670776,6937844
15-07-2011,584,588.950012,570.549988,573.025024,454.534912,7279700
18-07-2011,574,576,561.150024,562.525024,446.206207,3125208
19-07-2011,560.799988,574.075012,560.125,570.025024,452.155304,2195292
20-07-2011,575,575.900024,562.5,566.224976,449.141083,2807746
21-07-2011,566,566.25,560.025024,561.275024,445.214905,1850624
22-07-2011,563.375,570.650024,563.25,566.700012,449.517944,2090442
25-07-2011,567.5,572,561.575012,569.950012,452.095917,4740714
26-07-2011,569.900024,575.974976,563.625,572.325012,453.979736,3968722
27-07-2011,574.474976,577.325012,569.075012,573.575012,454.971313,2024290
28-07-2011,570,572.450012,560.150024,564.775024,449.16571,4093814
29-07-2011,566.5,571,560.825012,568.5,452.128113,1719138
01-08-2011,571.200012,574.950012,562.549988,567.625,451.432281,1982346
02-08-2011,565.25,567,561.125,565.325012,449.603027,2025292
03-08-2011,560,562.849976,547.674988,555.174988,441.530701,3064246
04-08-2011,555.025024,559.75,545.549988,547.924988,435.76474,3049294
05-08-2011,536.575012,537,514,528.974976,420.693909,5269388
08-08-2011,505.600006,516.674988,498.299988,502.674988,399.777496,6549306
09-08-2011,482.5,492.600006,473.850006,482.399994,383.652802,8159270
10-08-2011,499.5,506,486.899994,492.024994,391.307587,5949080
11-08-2011,490,491.700012,481.5,489.174988,389.040894,2900464
12-08-2011,495.274994,495.950012,468.75,473.575012,376.634216,4169084
16-08-2011,483.5,489.174988,478.024994,486.799988,387.15213,2983568
17-08-2011,487.25,504.700012,485,499.950012,397.610352,4557892
18-08-2011,502.950012,504.649994,479,481.174988,382.678497,3619896
19-08-2011,471.5,473.475006,452.5,464.475006,369.396942,5443614
22-08-2011,464.5,465,451,459.024994,365.062714,3528922
23-08-2011,460.424988,494,460.174988,490.799988,390.333374,4874670
24-08-2011,489,489,477.5,481.299988,382.777954,3194790
25-08-2011,484.850006,486.5,469,475.200012,377.926544,4445488
26-08-2011,475.549988,484.75,470,474.225006,377.151154,3584910
29-08-2011,482.049988,512,482.049988,509.799988,405.443878,5590444
30-08-2011,515,525.150024,512.075012,521.200012,414.510468,5966682
02-09-2011,536.5,537.375,506,511.049988,406.438019,4413506
05-09-2011,507.899994,516.599976,499.225006,513.849976,408.664917,3789658
06-09-2011,509,521,502.5,516.950012,411.130371,4763292
07-09-2011,517.049988,525,512.5,515.5,409.977203,4432156
08-09-2011,516.5,527.474976,514.5,518.025024,411.985382,4892662
09-09-2011,520,525.799988,505.325012,508.024994,404.032379,5062650
12-09-2011,500,501.924988,489.325012,492.850006,391.963654,3297170
13-09-2011,498.899994,512,494.375,496.875,395.164642,3798204
14-09-2011,500.5,514.5,496.875,507.549988,403.654541,4745632
15-09-2011,514,522.900024,505,520.875,414.252014,3852238
16-09-2011,524,536.200012,510.649994,513.875,408.684937,4656504
19-09-2011,510.75,516.25,506.25,509.024994,404.827698,2240234
20-09-2011,511.049988,532,511.049988,528.974976,420.693909,3487986
21-09-2011,533.974976,533.974976,518.450012,521.75,414.947754,2740760
22-09-2011,511.5,517,493.100006,497.200012,395.423218,3141570
23-09-2011,494,507.5,491.125,495.149994,393.792847,4564232
26-09-2011,498,504,484.5,498.475006,396.437256,3388478
27-09-2011,506.899994,522.5,503,520.275024,413.77478,3964578
28-09-2011,524.25,532.349976,518.5,523.950012,416.69754,4425190
29-09-2011,521.625,534,517.849976,530.724976,422.085754,5380350
30-09-2011,524.950012,532,516.549988,518.650024,412.482361,2691018
03-10-2011,510,524.950012,507.649994,521.650024,414.868347,3949264
04-10-2011,519.200012,529.5,514.549988,522.974976,415.922058,4718224
05-10-2011,527.25,531.5,520.5,521.775024,414.967682,3415262
07-10-2011,537.549988,538.900024,518.75,524.275024,416.956055,5085808
10-10-2011,524,537,524,532.349976,423.37796,3854814
11-10-2011,537.5,539,517.25,520.424988,413.894135,4476374
12-10-2011,533,544.700012,531,539.525024,429.084229,5871662
13-10-2011,548.25,552.474976,540.049988,546.375,434.532104,5408918
14-10-2011,544.700012,570.375,544.450012,567.125,451.034546,6710132
17-10-2011,575.75,577,555.650024,560.125,445.467468,4358690
18-10-2011,531,532.125,510.25,516.775024,410.991272,12006778
19-10-2011,521.5,527.200012,517.599976,524.474976,417.115112,3827420
20-10-2011,518,523.5,515.150024,522.450012,415.504578,2245412
21-10-2011,527.450012,530,521.5,524.924988,417.473022,2461130
24-10-2011,530,546.150024,529.75,539.875,429.362701,3271720
25-10-2011,544.5,553.5,535.724976,549.325012,438.095367,4158746
28-10-2011,564.5,569.549988,555.5,560.75,447.207153,3259116
31-10-2011,560,566,556,557.900024,444.934143,1778740
01-11-2011,554,561.5,548.125,554.224976,442.003296,1458210
02-11-2011,550.625,560.924988,550,553.424988,441.365265,1550844
